ITEM CODE,PARTICULARS,SIZE,Weight
CKBRA807,AGAL FANCY WALL HANGING,6", 0.55 
CKBRA809,AGAL ON STAND,2", 0.28 
CKBRA814,KUTTUVILLAKU ,10.5", 1.85 
CKBRA815,ADIYOGI WITH BASE,4.5", 1.3 
CKBRA818,GANESH BLESSING (COFFEE),11.5", 5.5 
CKBRA821,LAKSHMI BLESSING (ANTIQUE FINISH),11.5", 4.3 
CKBRA822,SARASWATHI BLESSING (ANTIQUE FINISH),11.5", 5 
CKBRA824,ARTHANARESHWAR (COFFEE),15", 4.4 
CKBRA825,BALA TIRUPURASUNDARI (COFFEE),9", 4.3 
CKBRA827,BUTTER KRISHNA,6", 2.4 
CKBRA828,FLUTE KRISHNA FINE,22.5", 9 
CKBRA830,MURUGAN ON PEACOCK (COFFEE),17", 13.4 
CKBRA831,SURYA RATHAM (COFFEE),12.5", 7.15 
CKBRA832,SITTING DOG (COFFEE),22", 13.4 
CKBRA833,TORTOISE URLI,4.5", 2.4 
CKBRA834,DASHAVATARAM FRAME URLI,17", 12.4 
CKBRA838,ELEPHANT LAMP,18", 6.14 
CKBRA839,ELEPHANT LAMP,18", 6 
CKBRA840,TORTOISE LAMP,5.5", 1.3 
CKBRA841,TORTOISE LAMP,5.5", 1.3 
CKBRA845,THREE PARROT WALL HANGING LAMP,21.5", 1.9 
CKBRA846,SARASWATHI WALL HANGING LAMP,26.5", 3.8 
CKBRA849,ANNAM LAMP FROM TAIL,8", 0.8 
CKBRA850,ANNAM LAMP FROM TAIL,8", 0.8 
CKBRA858,GANESH ON LOTUS CK0800AP,4.5", 0.6 
CKBRA859,GANESH ON LOTUS CK0800AP,4.5", 0.6 
CKBRA866,GANESH LAKSHMI SARASWATHI CK0950AP,3", 0.68 
CKBRA867,BABUBALI JAIN GOD CK0975AP,6", 0.78 
CKBRA868,PARSHVANATH JAIN GOD CK0875AP,4.5", 0.7 
CKBRA869,MAHAVEER SWAMY JAIN GOD CK1275AP,4.5", 1.15 
CKBRA870,MAHAVEER SWAMY JAIN GOD CK3200AP,7", 2.68 
CKBRA871,YALI CK650AP,4", 0.5 
CKBRA872,YALI CK650AP,4", 0.5 
CKBRA877,DINOSAR PEN STAND CK1560AP,4", 0.5 
CKBRA878,FRUIT TRAY CK2800AP,5.5", 1.75 
CKBRA879,FLOWER POT (GREEN) CK4600AP,11", 3.66 
CKBRA883,SAMBARANI STAND CK1425AP,6.5", 1.3 
CKBRA884,SAMBARANI STAND CK1425AP,6.5", 1.3 
CKBRA886,HAND CANDLE HOLDER CK600AP,6", 0.52 
CKBRA889,ANTIQUE INK POT WITH LION CK5600AP,7", 4.32 
CKBRA890,ALADIN LAMP CK1950AP,7", 1.75 
CKBRA891,LADY HANGING HANDS (ANTIQUE FINISH) CK5000AP,20.5", 4 
CKBRA892,WATCH CK7500AP,14", 5.4 
CKBRA893,AYODHYA RAM MANDIR ,5", 2.46 
CKBRA894,SAI BABA STANDING WITH ARCH,9", 1.5 
CKBRA895,SAI BABA SITTING ON HAND,6", 1.7 
CKBRA898,UNJAL GANESH (BROWN),12", 2.45 
CKBRA900,GANESH BLESSING (SILVER&GOLD FINISH),7", 2.8 
CKBRA901,SARASWATHI SITTING,23", 27 
CKBRA909,ADIYOGI,4.5", 1.25 
CKBRA911,PARVATHI BUST,5", 0.6 
CKBRA914,ASTHALAKSHMI ,3.5", 2.75 
CKBRA918,SAI BABA ,7", 1.4 
CKBRA921,FLOWER LAMP,5.5", 0.39 
CKBRA922,FLOWER LAMP,5.5", 0.39 
CKBRA924,PARROT LAMP,8", 0.7 
CKBRA933,LOTUS LAKSHMI,3.5", 0.49 
CKBRA934,LOTUS SARASWATHI,3.5", 0.51 
CKBRA938,HANUMAN BLESSING,5.5", 1.1 
CKBRA939,PRATHIGA DEVI,7", 1.28 
CKBRA942,BUDDHA BUST (BROWN),6.5", 1.45 
CKBRA946,PARVATHI,9.5", 1.61 
CKBRA949,PEACOCK LAMP 3 FACE,11", 2.75 
CKBRA953,ANCIENT DISTRI MASK,5", 0.49 
CKBRA963,ELEPHANT URLI,7.5", 2.8 
CKBRA965,SPL PARROT KUTTUVILLAKU,38", 7.05 
CKBRA966,ARCHANA PLATE CKSP0350MR,1.5", 0.19 
CKBRA968,HORSE CART (S.W),3.5", 0.54 
CKBRA970,TREE WITH LAMP STAND,35", 10.95 
CKBRA972,SANGU CHAKARAM NAMMA LAMP,4", 1.12 
CKBRA979,GANESH LAKSHMI OM WITH BELL 3 STEP,15.5", 0.75 
CKBRA980,OM WALL HANGING,7", 0.4 
CKBRA994,PEACOCK (BROWN),9", 4 
CKBRA997,FANCY GANESH (S.W),2", 0.22 
CKBRB001,GANESH LAKSHMI SARASWATHI,1.5", 0.15 
CKBRB010,VISHNU LAKSHMI,2.5", 0.23 
CKBRB016,LION (S.W),1.5", 0.17 
CKBRB017,LION (S.W),1.5", 0.17 
CKBRB020,AGAL ON STAND,2", 0.57 
CKBRB023,LAKSHMI WITH ARCH (BROWN),15.5", 5.65 
CKBRB025,BALAJI BUST WITH SANGU AND CHAKARAM (BROWN),8", 2.5 
CKBRB029,TREE,7", 0.55 
CKBRB033,GANESHA WITH ARCH (BROWN),13", 7.5 
CKBRB034,GANESHA ON STOOL (BROWN),10.5", 5.85 
CKBRB035,PANCHAMUKHI GANESH (GOLD GREEN),8", 3.3 
CKBRB037,SANGU GANESH (MARBLE FINISH),8.5", 3.05 
CKBRB038,STANDING GANESH (GREEN),10", 2.45 
CKBRB040,PICHAIADAVAR (STONE FINISH),11.5", 3.15 
CKBRB043,NATARAJA,23", 12.85 
CKBRB046,NANDHI SUPER FINE (STONE FINISH),9", 7.66 
CKBRB048,DATTATREYA,12", 4.33 
CKBRB051,TIRUPATHI BALAJI ,17.5", 6.75 
CKBRB052,CHAKRATHU ALVAR,9.5", 2.25 
CKBRB053,MODERN FLUTE KRISHNA (STONE FINISH),13", 2.65 
CKBRB054,MODERN  FLUTE KRISHNA (BROWN),13", 2.6 
CKBRB055,BUDDHA W/O BASE (BROWN),10.5", 4.22 
CKBRB056,BUDDHA BUST (DULL GREEN),12", 5.9 
CKBRB058,TREE TRIBAL ART STYLE (GREEN),17.5", 2.7 
CKBRB060,ELEPHANTH WITH LADIES (GREEN),6", 3.66 
CKBRB062,TREE (BROWN),10", 1.68 
CKBRB063,CHOWKI (BROWN),2.5", 3.16 
CKBRB064,BALAJI LAMP FINE,9", 2.35 
CKBRB066,URLI FINE (GREEN),8.5", 1.85 
CKBRB067,FLOWER URLI WITH STAND ( BROWN),5.5", 2.7 
CKBRB068,ELEPHANT URLI,6", 2 
CKBRB069,ELEPHANT URLI (BROWN),6", 2 
CKBRB070,JALI STOOL (BROWN),22", 27.32 
CKBRB071,LAMP WITH BELL SPECIAL,25", 13.6 
CKBRB072,JUMPING DEER (GREEN),20", 5.95 
CKBRB073,DEER (GREEN & GOLD),27.5", 11.55 
CKBRB074,DEER BENDING DOWN (GREEN & GOLD),16", 11.1 
CKBRB075,ASTHALAKSHMI PANEL (BROWN),10"x32", 6.88 
CKBRB080,BLESSING GANESH (RED),19", 21.7 
CKBRB081,FANCY GANESH (GREEN),16", 6.22 
CKBRB082,GANESH BLESSING,10.5", 5.25 
CKBRB084,BABY GANESH (GREEN),8.5", 4.85 
CKBRB087,NATARAJA (BROWN),15", 5.15 
CKBRB088,ORNAMENTAL LAKSHMI,15", 12.1 
CKBRB089,BUDDHA (BROWN),12", 5.8 
CKBRB093,DASAVATARAM BIG 10PCS,9.5", 17.56 
CKBRB094,PAVAIVILLAKU SPL (BROWN & GOLD),30.5", 16.1 
CKBRB095,PAVAIVILLAKU SPL (BROWN & GOLD),30.5", 15.1 
CKBRB098,FLOWER STAND SPL CK1850DE,24", 9.5 
CKBRB099,THREE LEG STAND SPL CK1850DE,18", 6.2 
CKBRB101,TIRUPATHI BALAJI WITH FRAME SPL FINE,36", 39.7 
CKBRB102,3D TREE WITH STAND,27.5", 13.75 
CKBRB108,GANESH BLESSING (BROWN),9.5", 5 
CKBRB114,BUDDHA (BROWN),8", 2.32 
CKBRB115,ELEPHANT TRUCK DOWN (STONE FINISH),5.5", 3.2 
CKBRB116,ELEPHANT TRUCK DOWN (STONE FINISH),5.5", 3.2 
CKBRB118,KRISHNA WITH COW UNDER THE TREE,6", 1.15 
CKBRB119,KRISHNA WITH COW UNDER THE TREE (BROWN),6", 1.15 
CKBRB124,YALI MASK WITH DOOR KNOCK (BROWN),11", 1.4 
CKBRB127,TREE WALL HANGING (STONE FINISH),10", 1.75 
CKBRB128,BIG DOOR KNOCK (BROWN),6.5", 1.3 
CKBRB143,ASHOKA PILLAR WITH WOOD BASE CK1550DE,15.5", 0.91 
CKBRB144,ASHOKA PILLAR WITH WOOD BASE CK1550DE,13", 0.68 
CKBRB146,PARROT LAMP,8", 0.7 
CKBRB147,PARROT LAMP,8", 0.7 
CKBRB148,PARROT LAMP (BROWN),7", 0.45 
CKBRB149,PARROT LAMP (BROWN),7", 0.41 
CKBRB150,FLOWER LAMP (BROWN),5.5", 0.45 
CKBRB151,FLOWER LAMP (BROWN),5.5", 0.45 
CKBRB156,GANESH LAKSHMI FACE LAMP SMALL,2.5", 0.36 
CKBRB157,GANESH LAKSHMI FACE LAMP SMALL,2.5", 0.36 
CKBRB158,PAN SHAPE LAMP,2.5", 0.27 
CKBRB166,LEAF LAMP,7.5", 0.95 
CKBRB169,COW WALL HANGING SET OF 2 (BROWN),4", 0.83 
CKBRB175,GANESH BLESSING ON BASE,20", 22.1 
CKBRB176,SHIVA SITTING (BROWN ),17", 12 
CKBRB178,KALINGA KRISHNA (COFFEE),29.5", 13.3 
CKBRB181,KRISHNA SPL,22", 9.4 
CKBRB185,DANCING ARTHANARESWAR (GREEN),14.5", 4.9 
CKBRB199,CHEETHA (GREEN),7", 6.9 
CKBRB203,POT LADY LEG UP (GREEN),16.5", 5.25 
CKBRB204,PEACOCK SPL (BLUE),19", 7.5 
CKBRB205,PEACOCK SPL (BLUE),19", 7.7 
CKBRB206,FLOWER STAND SPL (WOOD) CKBR8000DE,19", 6.22 
CKBRB209,GANESHA WITH 16 HANDS SPL SI FINISH,25", 20.5 
CKBRB210,BUDDHA W/O BASE FINE (BROWN & GOLD),19.5", 15.6 
CKBRB211,CRANE NECK UP (GREEN),54", 19.6 
CKBRB212,CRANE NECK DOWN (GREEN),45", 18.77 
CKBRB216,VISHNU SPL,9", 1.97 
CKBRB217,LAKSHMI SPL (COFFEE),9.5", 1.83 
CKBRB225,SHIVA FAMILY (BROWN),9", 5.1 
CKBRB228,PARVATI STANDING (COFFEE),10.5", 1.89 
CKBRB236,VISHNU WITH ARCH (COFFEE),9.5", 2 
CKBRB237,LAKSHMI WITH ARCH,9", 1.81 
CKBRB239,FLUTE GANESH (COFFEE) CKBR0900SS,3", 0.53 
CKBRB241,VISHNU (BROWN),8", 1.24 
CKBRB246,BULL (COFFEE),5", 1.82 
CKBRB249,SITTING PAVAIVILLAKU (GREEN),5", 0.78 
CKBRB250,SITTING PAVAIVILLAKU (GREEN),5", 0.78 
CKBRB253,GANESH (MARBLE FINISH),2.5", 0.53 
CKBRB254,PUPPY GANESH (MARBLE FINISH),2.5", 0.34 
CKBRB258,TIRUPATHI BALAJI SMALL FINE,4.5", 0.41 
CKBRB261,GANESH CROWN (S.W) FINE,11.5", 7.45 
CKBRB262,PUPPY GANESH (S.W) FINE,10.5", 5.55 
CKBRB265,ALOKESHWARA MULTIPLE HEAD AND HAND SPL (GREEN),19.25", 4.79 
CKBRB266,NATARAJA FINE (COFFEE),26.5", 18.58 
CKBRB268,BOGASAKTHI,20.5", 13.99 
CKBRB272,TREE,24.5", 5.65 
CKBRB277,NANDHI (COFFEE),5.5", 2.1 
CKBRB282,SAI BABA SMALL,4.5", 0.36 
CKBRB284,TIRUPATHI BALAJI WITH ARCH,12", 3.72 
CKBRB285,DHANALAKSHMI FINE,7", 1.67 
CKBRB289,GURU NANAK DEV CK550APBR,3", 0.34 
CKBRB290,SAI BABA SMALL,3", 0.35 
CKBRB292,TREE WITH LAMP STAND,6.5", 0.67 
CKBRB294,SHEEP CK2325APBR,4.5", 1.66 
CKBRB296,BUDDHA ,3", 0.22 
CKBRB307,MAHAMERU,3.5", 0.69 
CKBRB310,ELEPHANT URLI FINE,6", 1.55 
CKBRB315,LAKSHMI NARAMISHAR SPOON CK3APBR,6", 0.11 
CKBRB316,HEART BOX ,3.5", 0.7 
CKBRB317,OVAL MIRROR SPL CK22APBR,10.5", 1.71 
CKBRB318,DESINGER MIRROR HANGING CK16APBR,9", 1.21 
CKBRB319,URLI ,3", 1.36 
CKBRB323,TIRUVACHI ,8.5", 0.78 
CKBRB327,LOTUS BASE LAMP (BROWN),5", 0.81 
CKBRB330,TIRUPATHI BALAJI MASK (GREEN),7", 0.78 
CKBRB331,GANESH DOOR KNOCK (GREEN),6.5", 0.88 
CKBRB333,GANESH KEY HANGER ,5", 0.18 
CKBRB334,BIRD KEY HANGER (GREEN),4", 0.19 
CKBRB335,LEAF LAMP,7.5", 1.05 
CKBRB337,BUTTERFLY URLI CK1850DEBR,8", 0.73 
CKBRB338,PICHKARI (GREEN),17", 1.05 
CKBRB339,LADY HANDLE (GREEN),7", 0.38 
CKBRB341,OM WALL HANGING,3.5", 0.07 
CKBRB342,NATARAJA OVAL (BROWN),17", 5.76 
CKBRB345,TIRUPATHI BALAJI FINE (BLACK),38.5", 34.6 
CKBRB347,CHILI GANESH (BROWN),3", 0.17 
CKBRB349,ANNAPORANI (BROWN),4", 0.44 
CKBRB351,LAKSHMI NARAMISHAR,5", 1.28 
CKBRB360,KRISHNA WITH FLUTE FINE,28", 16.8 
CKBRB361,VIRCHIGA THANDAVAM FINE,20.5", 8.85 
CKBRB362,LAKSHMI VARAGAR STANDING FINE,18.5", 7.3 
CKBRB364,GANESH SUPERFINE ,4", 0.28 
CKBRB368,LAKSHMI STANDING SUPERFINE,5.5", 0.2 
CKBRB378,TREE (BROWN),6.5", 0.54 
CKBRB380,TREE WITH LAMP (BROWN),8.5", 0.7 
CKBRB389,ANNAM LAMP WITH STAND,9.5", 4.2 
CKBRB390,ANNAM LAMP WITH STAND,9.5", 4.2 
CKBRB394,LAKSHMI STANDING FINE,24.5", 12.91 
CKBRB395,MURUGAN SPL FINE,19.5", 11.62 
CKBRB396,SHANKU GANESH (GREEN),9", 2.27 
CKBRB402,CHILI GANESH ,3", 0.2 
CKBRB405,GANESH WALL HANGING W/LAMP ,8", 0.61 
CKBRB406,LAKSHMI LAMP,5.5", 0.65 
CKBRB410,FANCY AGAL WITH STAND,2", 0.49 
CKBRB411,FANCY AGAL WITH STAND,2", 0.49 
CKBRB414,ANNAM LAMP WITH STAND (5+1),6.5", 1.35 
CKBRB415,ANNAM LAMP WITH STAND (5+1),6.5", 1.35 
CKBRB416,PAVAIVILLAKU WITH M.HANDS (BROWN),13.5", 5.65 
CKBRB417,ELEPHANT (BROWN&GOLD),4", 1.18 
CKBRB418,ELEPHANT (BROWN&GOLD),4", 1.18 
CKBRB420,FANCY AGAL ,1.5", 0.38 
CKBRB421,FANCY URLI,6", 1.5 
CKBRB423,RADHA KRISHNA (GREEN),5.5", 1.43 
CKBRB424,KRISHNA WITH COW (BROWN),9.5", 3.05 
CKBRB426,COW WITH CALF ,5", 1.62 
CKBRB428,NANDHI,3.5", 0.82 
CKBRB429,NATARAJA,17", 5.74 
CKBRB430,NATARAJA SPL FINE,19", 7.64 
CKBRB431,FLAMINGO URLI (BLUE),12.5", 3.78 
CKBRB432,LAKSHMI SMALL,3", 0.39 
CKBRB433,LAKSHMI SMALL (BROWN),2.5", 0.31 
CKBRB434,BUDHHA FACE MASK,5", 0.33 
CKBRB435,NANDHI WITH SHIVA LINGAM SPL,8", 1.87 
CKBRB437,SHIVA STANDING,4.5", 0.35 
CKBRB438,GANESH MASK,8", 1.41 
CKBRB439,URLI SPL W/BILL,10", 2.15 
CKBRB440,PARROT URLI (BROWN),10", 3.2 
CKBRB442,AGAL WALL HANGING LAMP W/BELL,7.5", 0.77 
CKBRB443,TRIBAL NANDHI,3", 0.5 
CKBRB444,3 WISE MONKEY (STONE FINISH),3.5", 1.26 
CKBRB447,GARUDAN STANDING (BROWN),8", 1.2 
CKBRB448,NANDHI,5", 1.8 
CKBRB449,NANDHI (BROWN),5", 1.7 
CKBRB451,GANESH BLESSING,12", 10.93 
CKBRB452,LAKSHMI BLESSING,11", 9.47 
CKBRB453,SARASWATHI W/VEENA,11", 9.27 
CKBRB462,KRISHNA FINE,11", 2.37 
CKBRB464,SHIVA FAMILY ,12.5", 6.6 
CKBRB466,PATANJALI FINE (GREEN & GOLD),17.5", 5.76 
CKBRB468,SHIVA DANCING (BROWN&GOLD),22", 9.72 
CKBRB469,ULAGALANTHA PERUMAL ,16.5", 5.25 
CKBRB473,RADHA KRISHNA STANDING (GREEN),22.5", 17.7 
CKBRB474,TANDAV NATARAJA (GREEN),24", 13.62 
CKBRB475,NATARAJA 3D S.FINE,34", 31 
CKBRB477,YOGHA NARASHIMAR FINE,19.5", 15.75 
CKBRB484,TIRUPATHI BALAJI WITH ARCH S.FINE (BLACK),84", 310 
CKBRB485,TREE SPL CKBRA1B7DE,76.5", 70 
CKBRB487,MODERN GANESH (COFFEE),6.5", 2.7 
CKBRB491,GANESHA ON LOTUS BASE (GREEN FINISH),14.5", 8.56 
CKBRB493,NATARAJA OVAL SPL (COFFEE),12", 3.28 
CKBRB497,NATARAJA (CHOCOLATE) CKBR1200SS SPL,7.5", 0.67 
CKBRB498,NATARAJA (COFFEE) CKBR1200SS SPL,7.5", 0.67 
CKBRB505,STANDING HANUMAN (COFFEE) SPL,11.5", 2.75 
CKBRB508,HANUMAN MEDITATING SPL (ORANGE),12", 6.52 
CKBRB511,LAKSHMI SPL (CHOCOLATE),11.5", 4.08 
CKBRB516,HANUMAN STANDING CKBR14SS SPL,6.5", 0.76 
CKBRB517,SHIVA W/PARVATHI SITTING ON LAP (GREEN),15", 9.53 
CKBRB520,DHANVANTRI STANDING SPL,19.5", 8.92 
CKBRB521,MARY MATHA (GREEN),21.5", 16.6 
CKBRB523,GANESHA BLESSING ,13.5", 11.64 
CKBRB524,MODERN 3D GANESH ,11.5", 3.87 
CKBRB525,GANESHA BLESSING,9", 3.63 
CKBRB526,GANESHA ON LOTUS,9", 3.76 
CKBRB527,GANESH W/ARCH,9", 2.91 
CKBRB528,GANESHA STANDING,9.5", 2.42 
CKBRB529,LAKSHMI STANDING,9.5", 1.68 
CKBRB530,SARASWATHI STANDING,9.5", 1.96 
CKBRB531,BALGANESH LIKCING FEET (ANTIQUE FINISH),7.5", 1.81 
CKBRB532,ADHI ANTHA PRABU SPL,12.5", 7.02 
CKBRB533,RAMAR SET (4 PCS),18", 20.8 
CKBRB534,NATARAJA OM (GREEN),20", 9.5 
CKBRB535,NATARAJA DOUBLE ARCH,13.5", 4.27 
CKBRB536,NATARAJA (BROWN),20", 8.95 
CKBRB537,NATARAJA (BROWN),14", 4.24 
CKBRB538,NATARAJA (GREEN),11.5", 2.86 
CKBRB543,NATARAJA SPL D/ARCH,30", 18.93 
CKBRB544,KRISHNA SPL,32", 19.35 
CKBRB545,VISHNU (BROWN),20.5", 6.88 
CKBRB546,VISHNU LAKSHMI ON SNAKE,8.5", 4.73 
CKBRB551,LAKSHMI ON LOTUS,10", 3.74 
CKBRB552,MARRIAMMAN SITTING,8", 2.01 
CKBRB553,KRISHNA (BROWN),9.5", 2.04 
CKBRB554,RADHA (BROWN),9", 1.9 
CKBRB555,KRISHNA W/FLUTE (BROWN),10.5", 3.07 
CKBRB558,HANUMAN (BROWN),11.5", 2.76 
CKBRB559,LAKSHMI STANDING (BROWN),10", 2.04 
CKBRB561,ALOKESHWAR SPL (GREEN),11", 2.31 
CKBRB562,MURGAN W/PEACOCK BG (BROWN),9.5", 2.32 
CKBRB563,MURGAN W/PEACOCK BG ,9.5", 2.32 
CKBRB565,MURUGAN SPL FINE,18", 6.66 
CKBRB566,BAL KRISHNA UNJAL (BROWN),14", 2.57 
CKBRB567,RADHA KRISHNA UNJAL ,14", 2.87 
CKBRB579,LAKSHMI LAMP SPL (BROWN),35", 2.89 
CKBRB585,GANESHA BLESSING (BROWN),6", 2.58 
CKBRB590,COW CART (BROWN),4.5", 1.78 
CKBRB591,RANGANATHAR FINE,6", 1.93 
CKBRB592,GANESHA RECLINING ON SOFA ,5", 2.05 
CKBRB593,GANESHA RECLINING ON SOFA (S.W),5", 2.15 
CKBRB594,MODERN MAN THINKING (GREEN FINISH),7", 1.8 
CKBRB595,HORSE(BROWN),8", 1.9 
CKBRB596,HORSE,8", 1.9 
CKBRB597,NATARAJA OVAL (WOOD FINISH),21", 8.09 
CKBRB599,LAKSHMI KUBERAR,10", 2.95 
CKBRB601,RAM,10.5", 2.1 
CKBRB602,PARVATHI,11.5", 2.67 
CKBRB606,COW WITH CALF (BROWN),4.5", 1.64 
CKBRB610,MATHANGI (SARASWATHI W/M.HANDS),6.5", 1.84 
CKBRB611,TREE (GREEN),22", 6.16 
CKBRB613,GANESH ON LEAF (BROWN),6.5", 2.4 
CKBRB615,BALA MURUGAN,11", 2.41 
CKBRB619,BAIRAVAR,11", 3.13 
CKBRB620,MURUGAN,8.5", 1.62 
CKBRB623,SARASWATHI (BROWN),8", 2.08 
CKBRB624,MURUGAN,6.5", 0.75 
CKBRB627,RADHAKRISHNA SWING (S.W),6.5", 1.3 
CKBRB630,GANESH WALL HANGING (BROWN),7.5", 1.25 
CKBRB631,GANESH WALL HANGING (BROWN),10", 2.17 
CKBRB632,GANESH WALL HANGING (BROWN),11", 2.15 
CKBRB633,COW CART,3.5", 0.83 
CKBRB637,GANESH LAMP WITH BELL,7", 0.65 
CKBRB639,HORSE LOCK,5.5", 0.71 
CKBRB641,GANESH LOCK,7.5", 0.71 
CKBRB643,CAMEL LOCK,4.5", 0.67 
CKBRB649,PATANJALI,5", 0.67 
CKBRB650,RADHA KRISHNA (S.W),3.5", 0.3 
CKBRB651,KRISHNA WITH COW (BROWN),4", 0.32 
CKBRB652,KRISHNA WITH COW ,4", 0.32 
CKBRB655,STANDING LAKSHMI,6", 0.45 
CKBRB656,STANDING VISHNU,6", 0.59 
CKBRB657,SITTING LAKSHMI,4", 0.61 
CKBRB660,GANESHA WITH SHIVA LINGAM,3.5", 0.8 
CKBRB663,LION (BROWN),3.5", 0.85 
CKBRB664,PERUMAL SET,7", 1.3 
CKBRB670,SANGU CHAKARAM NAMMA PLATE,3.5", 1.03 
CKBRB674,SUN MOON FACE (BROWN),6", 0.61 
CKBRB678,YALI MASK WALL HANGING,6", 0.98 
CKBRB681,HANGING LAMP (4 FACE),14.5", 0.45 
CKBRB682,HANGING LAMP (4 FACE),14.5", 0.45 
CKBRB685,COW CART SMALL,2", 0.2 
CKBRB702,HALLOW GANESH 3D (S.W),5.5", 0.97 
CKBRB703,GANESH SUPERFINE ,6", 0.71 
CKBRB714,HORSE (GREEN),19.5", 10.05 
CKBRB717,BUDDHA SPL,21", 17.37 
CKBRB719,ANNAPOORANI,15.5", 12.33 
CKBRB720,GANESH ON LOTUS BASE (CHOCOLATE),21", 28.46 
CKBRB721,GANESH ON LOTUS BASE,22.5", 32.21 
CKBRB722,VISHNU SPL,36.5", 26.78 
CKBRB723,AARTHANARRESWAR BUST (CHOCOLATE),12", 5.57 
CKBRB724,GANESH BLESSING (COFFE),12.5", 8.76 
CKBRB726,BUDDHA SPL (COFFEE),13", 6.64 
CKBRB728,LAKSHMI NARASHIMAN (CHOCOLATE),9", 3.6 
CKBRB729,LOTUS GANESHA (COFFEE),14", 8.52 
CKBRB731,KRISHNA FLUTE,14.5", 4.17 
CKBRB735,LAKSHMI STANDING ,17", 5.98 
CKBRB736,HORSE (GREEN),14", 6.18 
CKBRB748,HORSE (CHOCOLATE),10", 2.98 
CKBRB749,GANESHA (BROWN),14.5", 15.96 
CKBRB750,KALINGA KRISHNA SPL (GREEN),20", 7.51 
CKBRB751,ALOKESHWAR (BROWN),14.5", 5.45 
CKBRB752,YOGA NARSIMAR (BROWN),10.5", 6.22 
CKBRB753,VISHNU STANDING W/SNAKE,12", 3.5 
CKBRB754,STANDING LAKSHMI ,12", 2.93 
CKBRB758,TARA SITTING (BROWN),8", 2.13 
CKBRB762,ASTHALAKSHMI SET SPL,5", 7.88 
CKBRB763,SLEEPING GANESH (BROWN),2.5", 0.64 
CKBRB765,LAKSHMI SPL,3", 0.36 
CKBRB766,SARASWATHI SPL,3", 0.36 
CKBRB767,GANESH SPL,3", 0.36 
CKBRB769,LAKSHMI (BROWN),6.5", 2.02 
CKBRB774,NAVADURGA SET ,4.5", 5.2 
CKBRB775,TRIBAL MASK FEMALE (GREEN),9", 0.62 
CKBRB776,TRIBAL MASK MALE (GREEN),9", 0.6 
CKBRB778,NATARAJA ,4.5", 0.22 
CKBRB782,GANESHA BLESSING (GREEN),5", 0.85 
CKBRB783,CHAIR GANESH (COFFEE),11", 3.4 
CKBRB784,CHAIR GANESH (BROWN),6", 1.18 
CKBRB785,TARA SITTING (STONE FINISH),12", 3.87 
CKBRB786,TARA SITTING (GREEN STONE FINISH),14", 4.07 
CKBRB788,PANCHAMUKA HANUMAN STANDING (CHOCOLATE),11", 2.9 
CKBRB790,TARA SITTING (STONE FINISH),8.5", 2.28 
CKBRB791,SHIVA TANDAV DANCING (GREEN),11", 3.1 
CKBRB793,AARTHANAREESWAR (CHOCOLATE) CKBR12SS,8.5", 0.99 
CKBRB794,BOGASAKTHI (CHOCOLATE) SPL,10", 1.8 
CKBRB799,SHIVA TANDAV LEG UP (STONE FINISH),12", 3.26 
CKBRB800,SHIVA TANDAV LEG UP (BROWN & GOLD),12", 3.26 
CKBRB803,SHIVA TANDAV LEG UP HOLDING (CHOCOLATE),14", 4.65 
CKBRB805,SHIVA KAL MARI TANDAV (GREEN),14", 5.55 
CKBRB806,SHIVA TANDAV (CHOCOLATE),13.5", 5.09 
CKBRB810,NATARAJA SINGLE ARCH SPL ,13", 3.15 
CKBRB811,HARIHARAN (GREEN) SPL,21", 9.45 
CKBRB814,ALOKESHWAR WITH MULTIPLE HEAD (COFFEE) SPL,23.5", 7.2 
CKBRB818,HANUMAN SITTING BLESSING (COFFEE),12", 6.67 
CKBRB819,SHANMUGAR 6 HEADS STANDING ,10", 2.41 
CKBRB820,PLANTER BIG CKBR1350SA,14.5", 2.74 
CKBRB821,PLANTER MEDIUM CKBR1350SA,10.5", 1.39 
CKBRB822,PLANTER SMALL CKBR1350SA,8", 0.96 
CKBRB823,TEMPLE BELL SPL,10", 5.32 
CKBRB826,COW WITH CALF (24CT GOLD PLATING),3.5", 0.95 
CKBRB828,NANDHI BELL SPL,7.5", 0.53 
CKBRB830,NANDHI BELL SPL,5", 0.21 
CKBRB831,SANGU CHAKARAM BELL SPL,5", 0.2 
CKBRB832,AARTHANAREESWAR (CHOCOLATE),6", 0.39 
CKBRB835,NATARAJA (BROWN) CKBR1200SS SPL,7.5", 0.67 
CKBRB838,NATARAJA (BROWN) CKBR10SS SPL,5.5", 0.29 
CKBRB842,KAMADHENU ,6", 1.27 
CKBRB843,ANNAM KUTTUVILLAKU 5 FACE (BROWN),12", 1.17 
CKBRB844,ANNAM KUTTUVILLAKU 5 FACE (BROWN),12", 1.17 
CKBRB845,DANCING GANESH KUTTUVILLAKU 5 FACE,12", 1.17 
CKBRB846,AYODHA RAM LALLA (BLACK & GOLD) CKBR16SS,5.5", 0.68 
CKBRB849,WALL BRACKET LAMP DESIGN,9", 0.6 
CKBRB850,WALL BRACKET LAMP DESIGN,9", 0.6 
CKBRB851,WALL BRACKET HOOK DESIGN,6.5", 0.38 
